id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
44376,Idol Land PriPara,アイドルランドプリパラ,,1790/113555,7.2,3252,2256,322,12,2021-08-18,2024-04-24,ona,finished_airing,pg_13,1440,60;19;36,
44387,Sankaku Mado no Sotogawa wa Yoru,さんかく窓の外側は夜,The Night Beyond the Tricornered Window,1869/118766,6.74,5474,48498,15847,12,2021-10-03,2021-12-19,tv,finished_airing,r,1439,50;28;8;14;7;37,1379
44388,Biao Ren: Blades of the Guardians,鏢人,Blades of the Guardians,1968/110585,7.55,1677,32802,3418,15,2023-06-01,2023-08-17,ona,finished_airing,r,1200,1;13,2509
44389,Zi Chuan,紫川,Purple River,1930/117001,7.06,3954,2148,561,42,2021-12-21,2022-09-20,ona,finished_airing,pg_13,1200,1;10;38,2191
44390,Tian Mei De Yao Hen,甜美的咬痕,Sweet Bite Marks,1438/110587,6.56,6434,10901,2646,12,2022-09-01,2022-11-03,ona,finished_airing,pg_13,635,8;22;37;32,
44397,Shen Shou Jin Gang: Qinglong Zaixian,神兽金刚之青龙再现,Godbeast Megazord: Return of Green Dragon,1223/123096,,18254,111,22,1,2016-09-15,,movie,finished_airing,g,5220,1;15;18;24,
44402,Konglong Baobei,恐龙宝贝剧场版,,1621/123974,,16028,104,14,1,2011-04-29,2011-04-29,movie,finished_airing,pg,5100,2;15,
44406,Da Wang Rao Ming,大王饶命,"Spare Me, Great Lord!",1442/116999,7.54,1729,89174,21682,12,2021-12-03,2022-02-11,ona,finished_airing,pg_13,1531,1;2;4;10,1980
44407,Shinkai,心海,,1156/110603,7.32,,2519,1539,1,2020-12-07,2020-12-07,music,finished_airing,g,265,19,
44408,Long Zu,龙族 / 龍族 -The Blazing Dawn-,Dragon Raja -The Blazing Dawn-,1854/126703,7.2,3226,34217,9049,16,2022-08-19,2022-11-25,ona,finished_airing,pg_13,1355,2;10,2175
44409,Osomatsu-san 3rd Season Specials,あつまれ！みんなのコンテ松さん！,,1179/132554,,19949,233,51,8,2020-12-25,2021-07-23,special,finished_airing,pg_13,118,4,1
44410,Xing Hai Qishi,星骸骑士,Knights on Debris,1505/116189,6.77,5280,1613,434,7,2020-12-30,2021-02-03,ona,finished_airing,pg_13,1476,1;10;24,
44411,Shi Ye Miao Yin,识夜描银,,1429/110608,7,4232,1383,303,11,2021-09-29,2021-12-01,ona,finished_airing,pg_13,1401,2;10;13;37,1805
44412,Doupo Cangqiong 4th Season,斗破苍穹 第四季,Fights Break Sphere 4th Season,1887/112452,8.22,353,7559,3816,24,2021-03-28,2021-08-29,ona,finished_airing,pg_13,1440,1;2;10;17;6;22;37,1827
44414,Shaonian Shiye: Zhihui Kuaile Xia,少年师爷之智慧快乐侠,,1766/123099,,18213,103,18,26,2011-12,2012-06,tv,finished_airing,pg,810,13;15,
44415,Shaonian Shiye: Xiayi Huanle Xing,少年师爷之侠义欢乐行,,1612/123100,,18210,108,17,26,2012-05,2012-11,tv,finished_airing,pg,890,13;15,
44416,Shaonian Shiye: Ren Shanxing Tianxia,少年师爷之仁善行天下,,1917/123101,,18208,103,15,26,2012-09,2013-03,tv,finished_airing,pg,885,13;15,
44417,Shaonian Shiye: Xinyi Xiao Xiake,少年师爷之信义小侠客,,1875/123103,,18211,102,15,26,2013-04,2013-11,tv,finished_airing,pg,825,13;15,
44418,Shaonian Shiye: Zhili Wanshitong,少年师爷之知礼万事通,,1503/123104,,18215,99,15,26,2013-04,2013-08,tv,finished_airing,pg,813,13;15,
44419,Shaonian Shiye: Yongzhe Chuang Jiangnan,少年师爷之勇者闯江南,,1261/123105,,18212,100,14,26,2013-07,2013-12,tv,finished_airing,pg,873,13;15,
44421,Shaonian Shiye: Gongji Da Yu,少年师爷之公祭大禹,,1717/123107,,20758,92,14,26,2017-06-12,2017-06-28,tv,finished_airing,pg,860,13;15,
44422,Shaonian Shiye: Ji Yu Shengdian,少年师爷之祭禹盛典,,1409/123108,,20759,95,14,26,2017-09-25,2017-10-18,tv,finished_airing,pg,865,13;15,
44423,Shaonian Shiye: Shenmi Dadao,少年师爷之神秘大盗,,1749/123109,,20762,96,15,26,2018-04-24,2018-05-14,tv,finished_airing,pg,875,13;15,
44424,Shaonian Shiye: Duanan Chuanqi,少年师爷之断案传奇,,1488/123110,,20757,97,15,26,2018-05-15,2018-05-31,tv,finished_airing,pg,879,13;15,
44425,Shaonian Shiye: Zhihui Si Lu,少年师爷之智慧丝路,,1326/123111,,20767,96,13,26,2019-10-28,2019-11-04,tv,finished_airing,pg,870,13;15,
44426,Shaonian Shiye: Jishan Yang Ming,少年师爷之稽山阳明,,1747/123112,,20760,97,13,26,2019-11-04,2019-11-11,tv,finished_airing,pg,862,13;15,
44427,Shaonian Shiye: Da Yu Baozang,少年师爷之大禹宝藏,,1653/123113,,18203,88,16,1,2016-07-22,2016-07-22,movie,finished_airing,pg,5012,2;13;15,
44429,Connected...,CONNECTED…,,1994/110763,5.2,12344,608,260,1,2020-12-06,2020-12-06,ona,finished_airing,pg_13,139,24,10;1854
44444,Dou Long Zhanshi 3: Long Yin Zhi Zhan,斗龙战士3龙印之战,,1484/122896,,19559,116,22,60,2015-09-01,2015-10-31,tv,finished_airing,pg,1340,15;18;24,
44446,Dou Long Zhanshi 5,斗龙战士5,,1250/122898,,16872,110,20,30,2017-03-20,2017-04-18,tv,finished_airing,pg,1340,15;18;24,
44448,Dou Long Zhanshi Waizhuan,斗龙战士外传,,1359/122900,,19563,96,17,3,2015-11,,special,finished_airing,pg,680,15;18;24,
44449,Dou Long Zhanshi: Xing Yin Luopan,斗龙战士之星印罗盘,,1775/122901,,19565,101,18,1,2016-06-01,2016-06-01,movie,finished_airing,pg,4500,15;18;24,
44459,Doby Disy: Meimeng Nian Nian,逗逗迪迪美梦年年,,1582/122909,,16778,86,12,1,2018-11-16,2018-11-16,movie,finished_airing,pg,5040,15,
44462,Tian Xin Ge Ge: Huanbao Xilie,甜心格格环保系列,,1282/122913,,14089,113,21,11,2011-08,2011-09,special,finished_airing,g,30,4;56;15,
44463,Tian Xin Ge Ge: Henian Duanpian,甜心格格贺年短片,,1188/122915,,14088,106,21,1,2011-10,2011-10,special,finished_airing,g,200,15,
44466,Yuanqi Zhengjiu Dui,元气拯救队,,1918/122287,,15327,106,16,52,2016-05-09,2016-07-01,tv,finished_airing,pg,1400,15;18;24,
44491,AK Mofa Shaonu,艾可魔法少女,AK Magical Girls,1609/122329,,18334,190,26,52,2015-05-27,2015-07-05,tv,finished_airing,pg,1340,15;66,
44492,Yu Qi Lin: Xian Ling Qi Yu,玉骐麟之仙灵奇域,,1540/122330,,15308,109,16,52,2011-07,2013-07,tv,finished_airing,pg,620,51;15,
44495,Shouwang Zhengfeng,兽王争锋,BattleClaw,1144/122333,,13577,106,20,26,2016-11-25,2016-12,tv,finished_airing,pg,1340,15;24,
44506,Ming Ji,茗记,,1206/122924,,16773,130,42,1,2007-04-23,2007-04-23,ona,finished_airing,pg_13,300,22,
44507,Ming Ji 2: Chu Zhi Lian,茗记2：初织恋,,1880/122928,,16774,128,39,1,2010-02-09,2010-02-09,ona,finished_airing,pg_13,384,22,
44508,Ming Ji 3: Qushe,茗记3：取舍,Always Remember: The Choice,1101/122929,,16775,125,37,1,2010-10-06,2010-10-06,ona,finished_airing,pg_13,384,22,
44509,Ming Ji 4: Chenfeng Zhuiyi,茗记4：尘封追忆,,1829/122930,,16776,119,37,1,2014-08-02,2014-08-02,ona,finished_airing,pg_13,470,22,
44511,Chainsaw Man,チェンソーマン,Chainsaw Man,1806/126216,8.49,140,1562197,870839,12,2022-10-12,2022-12-28,tv,finished_airing,r,1480,1;10;58;27,569
44513,Wo Shi Da Shenxian,我是大神仙,I Am A Great God,1255/110963,6.84,4930,1830,673,16,2020-11-12,2021-02-18,ona,finished_airing,pg_13,1179,1;10;17,1808
44516,Koroshi Ai,殺し愛,Love of Kill,1485/119329,6.91,4574,171492,62949,12,2022-01-13,2022-03-30,tv,finished_airing,r,1420,1;50;43;68;22,1471
44517,"Da, da Ge da Xigua",打，打个大西瓜,See Through,1557/122933,,19307,125,34,1,2008-12-31,2008-12-31,movie,finished_airing,r,960,1;38,
44518,Wo Jiao MT,我叫MT,I'm MT,1926/122892,,14536,73,14,10,2009-01-01,,ona,finished_airing,g,600,4;10,
44520,Wo Jiao MT 2nd Season,我叫MT第二季,,1352/131268,,14537,74,15,10,2010-01-10,,ona,finished_airing,g,600,4;10,
44524,Isekai Meikyuu de Harem wo,異世界迷宮でハーレムを,Harem in the Labyrinth of Another World,1490/126919,6.55,,260526,117875,12,2022-07-06,2022-09-21,tv,finished_airing,r+,1440,1;2;49;10;35;62,911
44526,Wo Jiao MT: Shankou Shan Zhan Ji,我叫MT之山口山战记,,1395/131307,,14543,68,15,1,2016-06-17,2016-06-17,movie,finished_airing,g,5105,4;10,
44529,Shankou Shan Zhan Ji: Taiyang Jing,山口山战记之太阳井,,1916/131198,,18174,67,14,10,2016-04-07,2016-08-11,ona,finished_airing,g,1195,2;4;10,
44530,Shankou Shan Zhan Ji: Cao Qun Wawa,山口山战记之草裙娃娃,,1554/131199,,18173,65,13,11,2015-09-08,2015-12-01,ona,finished_airing,pg,1041,2;4;10,
44531,Li Xianji Lixian Ji,李獻計歷險記,Lee's Adventures,1444/122934,,16306,123,29,1,2009-12-05,2009-12-05,movie,finished_airing,r,1200,50;2,
44532,Pao Fu Xiaojie De Jin Yugang,泡芙小姐的金鱼缸,Miss Puff's Goldfish Bowl,1335/122935,,17463,108,22,1,2010-09-16,2010-09-16,ona,finished_airing,r+,1020,50;36,2933
44533,Pao Fu Xiaojie,泡芙小姐,Miss Puff,1536/122936,,17458,113,16,13,2011-04-01,2011,ona,finished_airing,pg_13,798,50;36,2933
44534,Pao Fu Xiaojie 2nd Season,泡芙小姐第二季,Miss Puff Season 2,1154/122937,,17459,104,17,12,2011-10-09,,ona,finished_airing,pg_13,848,50;36,2933
44535,Pao Fu Xiaojie: Wennuan Guilai,泡芙小姐第三季：温暖归来,Miss Puff Season 3,1437/122938,,17466,102,17,12,2012-03-12,2012,ona,finished_airing,pg_13,922,50;36,2933
44536,Pao Fu Xiaojie 4th Season,泡芙小姐第四季,Miss Puff Season 4,1407/122939,,17460,96,17,12,2012-10-15,,ona,finished_airing,pg_13,1452,50;36,2933
44537,Pao Fu Xiaojie: Hua Yang Ji,泡芙小姐花漾季,,1303/122940,,17465,97,17,28,2013-05-27,,ona,finished_airing,pg_13,410,50;36,2933
44538,Pao Fu Xiaojie 5th Season,泡芙小姐第五季,,1277/122941,,17461,92,17,12,2014-07-18,,ona,finished_airing,pg_13,662,50;36,2933
44539,Pao Fu Xiaojie: Gan Ai Ji,泡芙小姐第六季：感爱季,Miss Puff Season 6,1558/122942,,17464,92,17,13,2015-07-10,,ona,finished_airing,pg_13,720,50;36,2933
44540,Pao Fu Xiaojie 7th Season,泡芙小姐 第七季,Miss Puff Season 7,1655/122943,,17462,97,18,12,2016-08-03,2016-10-19,ona,finished_airing,pg_13,574,50;36,2933
44542,Xiao Pang Niu,小胖妞,The Big Girl,1902/130889,,14783,76,19,10,2010-06-01,2013,movie,finished_airing,g,590,4;10,
44543,Lalala Demacia,啦啦啦德玛西亚,,1017/114410,,16222,340,89,10,2011-12-09,2012-03-09,ona,finished_airing,r,480,1;10,2239
44544,Lalala Demacia Second Season,啦啦啦德玛西亚 第二季,,1837/114411,,16223,236,64,10,2012-07-19,2012-12-13,ona,finished_airing,r,600,1;10,2239
44545,Lalala Demacia Third Season,啦啦啦德玛西亚 第三季,,1100/114413,,16224,246,64,10,2013-03-06,2013,ona,finished_airing,r,420,1;10,2239
44551,Baozou Kongbu Gushi,暴走恐怖故事,,1184/123988,,18692,149,25,10,2014-07-11,2014,ona,finished_airing,pg_13,240,14;41,
44554,Baozou Kongbu Gushi 4th Season,暴走恐怖故事 第四季,,1492/123993,,18695,142,22,26,2016-03-15,,ona,finished_airing,pg_13,360,14;41,
44555,Baozou Kongbu Gushi 5th Season,暴走恐怖故事 第五季,,1757/123994,,16009,126,18,24,2017-02-07,2017,ona,finished_airing,pg_13,780,14;41,
44556,Baozou Kongbu Gushi 6th Season,暴走恐怖故事 第六季,,1857/123995,,16010,128,18,10,2017-11-29,,ona,finished_airing,pg_13,600,14;41,
44557,Baozou LOL,暴走撸啊撸,,1158/123996,,18698,102,15,12,2015-01-25,2015,ona,finished_airing,pg_13,180,4;10;20,
44558,Baozou LOL 2nd Season,暴走撸啊撸 第二季,,1158/123997,,18699,95,16,12,2015-07-12,,ona,finished_airing,pg_13,180,4;10;20,
44565,Lu Shidai Xinnian Fanwai Pian,撸时代 新年番外篇,,1350/122945,,16394,162,52,1,2014-01-29,2014-01-29,special,finished_airing,pg_13,80,4,
44570,Xiong Bing Lian: Zhu Tian Jianglin,雄兵连II诸天降临,,1539/114403,6.61,6192,447,115,26,2019-01-24,2019-07-18,ona,finished_airing,r,1196,1;38;7;24;29;37,2239
44571,Lie Yang Tiandao I,烈阳天道Ⅰ,,1296/114407,,18879,385,74,1,2020-08-06,2020-08-06,ona,finished_airing,pg_13,4637,1;2;10;24,2239
44573,You Shen Me,有神么,Is There a God?,1702/122946,,15278,112,13,10,2013-12-20,,ona,finished_airing,pg_13,300,4;10,
44574,You Shen Me 2nd Season,有神么 第二季,,1020/122947,,15279,88,15,10,2016-02-19,,ona,finished_airing,pg_13,600,4;10,
44576,Xingfu Xiao Zhen,幸福小镇,Happy Town,1539/124000,,15005,91,14,52,2011-12-14,2013,ona,finished_airing,g,780,1;2;4;20,
44583,Rail Romanesque 2,レヱル・ロマネスク2,,1214/137093,5.65,11009,6746,684,13,2023-10-06,2023-12-29,tv,finished_airing,pg_13,180,36,1687;2600
44585,Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,日本沈没2020 劇場編集版　シズマヌキボウ,Japan Sinks 2020 Theatrical Edition: Unsinkable Hope,1214/129844,6.62,6121,885,242,1,2020-11-13,2020-11-13,movie,finished_airing,r,9060,2;8;24;41,1591
44586,Kakushigoto Movie,劇場編集版 かくしごと,,1115/114953,7.68,1285,41881,9092,1,2021-07-09,2021-07-09,movie,finished_airing,pg_13,4716,53;4;57;69;27;48,30
44587,Nemurenai Yoru no Tsuki,眠れない夜の月,Moon of a Sleepless Night,1153/110691,,17126,258,59,1,2015-09-05,2015-09-05,movie,finished_airing,g,1620,2;10,2178
44588,The Gregory Gallery Tour Special,グレゴリーホラーショー,,1473/110701,5.71,10783,519,185,3,2000-03-03,2000-06-21,special,finished_airing,pg_13,600,4;14;7;6;37,398
44590,Adachi to Shimamura Mini Anime,安達としまむら ミニアニメ,,1865/113847,5.78,10462,2039,687,30,2020-09-11,2021-03-02,ona,finished_airing,pg_13,60,4,200;2071
44591,Slime-tachi no Idobata Kaigi,スライムたちの井戸端会議,,1860/113887,5.63,11104,1751,518,25,2020-08-21,2020-12-17,ona,finished_airing,pg_13,80,4;10,1978;2071
44595,Shua Bing Nan De Gaoxiao Juchang,刷兵男的搞笑劇場,,1772/123026,,13585,105,22,10,2014-04-23,,ona,finished_airing,pg_13,300,4;57,
44596,Xiongmao Shouzha,熊猫手札,,1859/127291,,15094,85,18,10,2014-05-09,2014-12-10,ona,finished_airing,g,407,51;4,
44597,Shijiu Guo,十九國,,1834/123032,,13464,84,16,109,2014-06-08,,ona,finished_airing,pg_13,756,4,
44606,Hua Jianghu: Richang Pian,画江湖日常篇,,1363/123033,,17772,214,29,10,2017-10-13,,ona,finished_airing,pg_13,0,2;17,
44609,Na Nian Na Tu Naxie Shi Er,那年那兔那些事儿,Year Hare Affair,1538/123034,,17012,164,36,12,2015-03-05,2015-08-06,ona,finished_airing,pg_13,450,51;4;38,
44610,Na Nian Na Tu Naxie Shi Er 2nd Season,那年那兔那些事儿 第二季,,1899/123064,,17013,113,28,12,2015-11-06,2016-04-05,ona,finished_airing,pg_13,360,51;4;38,
44611,Na Nian Na Tu Naxie Shi Er: Fanwai Pian,那年那兔那些事儿 番外篇,,1998/123065,,17017,107,23,5,2016-08-17,2016-09-18,ona,finished_airing,pg_13,574,51;4;38,
44612,Na Nian Na Tu Naxie Shi Er 3rd Season,那年那兔那些事儿 第三季,,1311/123040,,17014,104,24,12,2016-10-08,2017-03-08,ona,finished_airing,pg_13,533,51;4;38,
44613,Na Nian Na Tu Naxie Shi Er 4th Season,那年那兔那些事儿 第四季,,1934/123041,,19570,107,21,12,2017-06-30,2017-11-29,ona,finished_airing,pg_13,641,51;4;38,
44614,Na Nian Na Tu Naxie Shi Er 5th Season,那年那兔那些事儿 第五季,,1312/123042,,19571,112,22,11,2019-10-01,2020-02-18,ona,finished_airing,pg_13,453,51;4;38,
44615,Tai Yi Xian Mo Lu: Ling Fei Ji,太乙仙魔录之灵飞纪,Magical Legend: Rise to Immortality,1886/110814,,13907,777,106,26,2016-03-08,2016-10-04,ona,finished_airing,pg_13,900,1;2;10;13;17,1848
44616,Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,映画クレヨンしんちゃん 謎メキ！花の天カス学園,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,1167/119187,7.41,2228,2975,1102,1,2021-07-30,2021-07-30,movie,finished_airing,g,6240,4;42,247
44620,Chu Feng Xiao Juchang: Shengli Shi Zhong Bagua Bu!,雏蜂小剧场 胜利十中八卦部！,,1174/123045,,19157,121,27,4,2015-09-30,2015-12-30,ona,finished_airing,pg_13,950,4;23,
44623,Mo Jing Lieren 5th Season,魔晶猎人 第五季,Armored Adventure 5th Season,1457/115826,,19399,127,20,26,2020-01-17,,ona,finished_airing,pg_13,780,2;10,
44625,Huyao Xiao Hongniang Fanwai,狐妖小红娘 番外,,1232/123046,,20565,245,56,1,2015-06-24,2015-06-24,ona,finished_airing,pg_13,500,4,
44627,Quanzhi Fashi: Q Ban Xiao Juchang,全职法师Q版小剧场,,1642/128940,,17788,494,105,12,2016-09-09,2016-12-02,ona,finished_airing,pg_13,150,4,
44628,Quanzhi Fashi: Q Ban Xiao Juchang 2nd Season,全职法师Q版小剧场 第2季,,1937/123047,,20342,415,91,12,2017-09-15,2017-11-24,ona,finished_airing,pg_13,150,4,
44634,Tai Yi Xian Mo Lu: Ling Fei Ji II,太乙仙魔录之灵飞纪Ⅱ,Magical Legend: Rise to Immortality,1487/110779,,13883,336,65,26,2017-04-25,2017-10-17,ona,finished_airing,pg_13,1020,1;2;10;13;17,1848
44635,Xin Didao Zhan,新地道战,New Tunnel Warfare,1802/123051,,14946,93,12,1,2009-07,2009-07,movie,finished_airing,g,5243,2;13;15;38,
44636,Xin Didao Zhan 2: Fuzi Qibing,新地道战2之父子奇兵,New Tunnel Warfare 2,1318/123052,,14947,92,13,1,2011-08-19,2011-08-19,movie,finished_airing,g,5063,2;13;15;38,
44657,Guai Zai,怪哉,,1967/123652,,20043,137,51,1,2009-06-08,2009-06-08,movie,finished_airing,pg_13,272,10;14,
44664,Qian Ting Zong Dong Yuan: Wai Xing Baobei Jihua,潜艇总动员：外星宝贝计划,Happy Little Submarine: Space Pals,1458/123653,,20256,160,34,1,2019-06-01,2019-06-01,movie,finished_airing,pg,4800,2;15,
44666,Da Tang Fengyun 2,大唐风云2,Legend Second of Tang Dynasty,1972/123655,,16606,82,13,1,2018-12-01,2018-12-01,movie,finished_airing,pg,5280,2;10;15,
44667,Milu Wang,麋鹿王 (动画版白鹿原),The King of Milu Deer,1328/123656,,16756,97,18,1,2009-09-29,2009-09-29,movie,finished_airing,g,5280,2;10,
44669,Yu Shi,雨石,,1954/123668,,15314,143,14,1,2006-04-29,2006-04-29,movie,finished_airing,pg_13,4500,2;8;22,
44670,Mayi,蚂蚁,The Ants,1445/123670,,16577,180,68,1,2007-11-27,2007-11-27,ona,finished_airing,pg_13,502,14,2559
44671,Yanwei Die,燕尾蝶,Swallowtail Butterfly,1441/124003,,15165,186,57,1,2007-04-18,2007-04-18,movie,finished_airing,g,1451,8,1462
44673,Zhen Gongfu: Aoyun Zai Wojia,真功夫之奥运在我家,Olympics Is In My Family,1379/124004,,15435,95,15,1,2008-10-10,2008-10-10,movie,finished_airing,g,5100,4;30,
44674,Kuaile Benpao,快乐奔跑,Happy Running,1853/124005,,16102,100,14,1,2009-08-21,2009-08-21,movie,finished_airing,pg,5220,2;10;15;30,
44675,Laozi Shuo,老子说,,1607/124006,,16269,94,13,1,2004-07-20,,movie,finished_airing,g,6720,13;15,
44680,"Fei Ba, Pili",飞吧，霹雳,Adventures of Petey and Friends,1839/124012,,19710,103,18,1,2009-08-21,2009-08-21,movie,finished_airing,pg,4200,2;10;15,
44683,Dazhan Qiannian Chong,大战千年虫,,1985/128215,,19385,92,21,1,2001-06-01,2001-06-01,special,finished_airing,pg,1500,51;15;24,
44691,Shen Bing Xiaojiang Movie,神兵小将：电影版,,1448/128219,,18235,87,15,1,2009-10-01,2009-10-01,movie,finished_airing,pg,5100,2;10;15,
44695,Taiyang Shizhe,太阳使者,,1220/128221,,13932,82,14,1,2009-10-20,2009-10-20,movie,finished_airing,pg_13,4800,2;10,
44699,Bao Qiang,包强,Food War,1529/128227,,18659,118,33,5,2009-08-01,2011,movie,finished_airing,g,120,1;51;4;10;17,
44702,Kintamani Dog,キンタマーニドッグ,,1815/120757,,18498,221,38,50,2021-01-14,2021-12-26,tv,finished_airing,g,60,36,432
44712,Qiudao,球道,Fair Ways,1044/126472,,17781,104,15,1,2009-10-29,2009-10-29,movie,finished_airing,pg_13,4800,8;10;30,
44713,"Xiang Qian Chong, Xiang Qian Chong",向钱冲，向前冲,The Coins,1089/129852,,14685,73,13,1,2008-07-25,2008-07-25,movie,finished_airing,pg,6000,51;10;15,
44725,Diao Man Gonzhu Gan Fu Ma,刁蛮公主戆驸马,,1904/124043,,19427,102,15,1,2004-07-16,2004-07-16,movie,finished_airing,g,6060,10;13;22,
44727,Ali Tonghua Gushi,阿狸童话故事集,Ali's Fairy Tales,1470/129865,,15674,103,22,13,2020-01-07,,ona,finished_airing,pg,300,10;15,
44728,Ali Xin Yan,阿狸·信燕,,1536/129866,,18363,95,16,5,2011-02-14,,ona,finished_airing,pg,180,10;15,
44729,Ali Meng Zhi Dao: Wo de Yun,阿狸梦之岛·我的云,Ali's Dreamland: My Little Cloud,1975/129867,,18361,95,16,10,2013-02-14,,ona,finished_airing,pg,720,10;15,
44731,Ali Diu Dongxi de Wawa,阿狸·丢东西的娃娃,,1472/129868,,18359,94,17,2,2012-08-31,2012,ona,finished_airing,pg_13,450,10;15,
44733,Ali Bu Ta Gushi Ji,阿狸布塔故事集,,1874/129871,,18358,90,17,13,2016-11-24,,ona,finished_airing,pg,195,10;15,
44739,Qi Tian Da Sheng Qianchuan,齐天大圣前传,Prequel of the Monkey King,1496/124047,,17691,96,18,1,2009-09-29,2009-09-29,movie,finished_airing,g,0,2;10,
44740,Meng Hui Jinsha Cheng,梦回金沙城,The Dreams of Jinsha,1377/124053,,16650,139,20,1,2010-07-10,2010-07-10,movie,finished_airing,g,4800,2;10;24;78,
44742,Hu Wang Guilai,虎王归来,Tiger Returns,1084/124055,,20458,92,16,1,2010-09-22,2010-09-22,movie,finished_airing,pg,5050,2;10;15,
44744,Duobiao,夺标,Get The Goal,1149/129873,,19637,88,14,1,2010-01-01,2010-01-01,movie,finished_airing,pg,5072,15;30,
44746,Shibo Zongdongyuan,世博总动员,The Legend of Silk Boy,1743/129874,,13458,79,15,1,2010-08-20,2010-08-20,movie,finished_airing,pg,5400,2;10;15,
44747,Xiyu Chuanqi,西域传奇,,1125/129875,,15112,75,14,1,2010-09-10,2010-09-10,movie,finished_airing,g,7200,2,
44748,Fadian Zhi Mi: Haidi Tao Fa,法典之谜之海底淘法,,1476/129876,,19698,84,12,1,2010-01-16,2010-01-16,movie,finished_airing,pg,6300,2;10;15,
44752,Chinzei Hachirou Tametomo,佐賀県上峰町ショートムービー アニメ「鎮西八郎為朝」,,1727/119252,5.91,9897,748,198,1,2020-12-10,2020-12-10,ona,finished_airing,pg_13,285,1;2;4;13,10
44759,Momoking Wei Ke,momoking微課,,1822/127626,,16896,80,17,9,2015-09-23,2015-10-27,ona,finished_airing,pg,180,15,
44762,Xiyou Xin Chuan,西游新传,,1412/128492,,15110,83,15,1,2010-11-06,2010-11-06,movie,finished_airing,pg,4680,2;51;10;15,
44764,Xiyou Chaoji Fen 2: Zhenxin Hua Da Maoxian,西游新传2：真心话大冒险,,1425/128508,,15105,77,13,1,2015-07-03,2015-07-03,movie,finished_airing,pg,4800,2;10;15,
44766,Kung Fu Xiao Tu Xia,功夫小兔侠,,1487/128491,,18735,77,14,1,2017-06-01,2017-06-01,movie,finished_airing,pg,4874,2;51;10;15,
44769,Roco Wangguo: Sheng Long Qishi,洛克王国之圣龙骑士,The Dragon Knight,1115/118728,,17892,91,17,1,2011-09-30,2011-09-30,movie,finished_airing,pg,5220,2;10;15,
44770,Roco Wangguo 2: Sheng Long De Xinyuan,洛克王国2：圣龙的心愿,Roco Kingdom: The Desire of Dragon,1918/129878,,17883,81,15,1,2013-01-31,2013-01-31,movie,finished_airing,pg,4980,2;10;15,
44771,Roco Wangguo 3: Sheng Long De Shouhu,洛克王国3：圣龙的守护,Roco Kingdom 3,1325/129879,,17884,80,15,1,2014-07-10,2014-07-10,movie,finished_airing,pg,5340,2;10;15,
44772,Roco Wangguo 4: Chufa! Juren Gu,洛克王国4：出发！巨人谷,Roco Kingdom 4,1921/129880,,17885,76,15,1,2015-08-13,2015-08-13,movie,finished_airing,pg,4980,2;10;15,
44775,I Wanna Be Your Friend,I Wanna Be Your Friend,I Wanna Be Your Friend,1419/110747,5.89,9977,344,166,1,2015-03-29,2015-03-29,movie,finished_airing,pg_13,247,4,
44776,I Think You're a Little Confused,I Think You're a Little Confused,I Think You're a Little Confused,1050/110748,5.63,11132,727,396,1,2016-07-30,2016-07-30,movie,finished_airing,g,510,14,
44787,Zhi Qu Wei Hu Shan,智取威虎山,,1353/128489,,15456,89,15,1,2011-12-30,2011-12-30,movie,finished_airing,g,4800,8;10,
44788,Shangguan Hai Ling,上官海铃,,1471/129889,,18165,85,14,1,2011-03-27,2011-03-27,movie,finished_airing,g,3000,10;23,
44794,Min de 1911,民的1911,,1515/126473,,16762,100,15,1,2011-09-29,2011-09-29,movie,finished_airing,pg_13,5400,8;13;38,
44800,Chuang Tang Tu,闯堂兔,,1232/128478,,19161,89,14,1,2011-10-01,2011-10-01,movie,finished_airing,pg,5400,2;51;15,
44801,Chuang Tang Tu 2: Fengkuang Maxi Tuan,闯堂兔2疯狂马戏团,,1596/128479,,19162,80,14,1,2015-01-01,2015-01-01,movie,finished_airing,pg,5400,2;51;10;15,
44802,Chuang Tang Tu 3: Jiong Jiong Shiguang Ji,闯堂兔3囧囧时光机,,1029/128480,,16474,80,14,1,2019-01-18,2019-01-18,movie,finished_airing,pg,4920,2;51;10;15,
44807,Ryuu to Sobakasu no Hime,竜とそばかすの姫,Belle,1081/115716,7.49,1927,166684,83032,1,2021-07-16,2021-07-16,movie,finished_airing,pg_13,7273,8;10;19,555
44814,Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi,夺宝幸运星大电影之金箍棒传奇,,1126/129911,,19629,79,15,1,2012-12-29,2012-12-29,movie,finished_airing,pg,5280,10;15,
44815,Duo Bao Xingyun Xing Da Dianying: Jin Gu Bang Chuanqi 2 - Sha Seng De Ni Xi,夺宝幸运星大电影之金箍棒传奇2:沙僧的逆袭,,1044/129912,,19630,79,18,1,2015-05-29,2015-05-29,movie,finished_airing,pg,5247,10;13;15,
