id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
44816,Shenmi Shijie Lixian Ji 4,神秘世界历险记4,,1462/118715,,13371,82,17,1,2018-08-03,2018-08-03,movie,finished_airing,g,4935,2;10;15,
44820,Wo Yu LaLa,我与拉拉,,1865/128476,,14567,79,14,1,2012-05-25,2012-05-25,movie,finished_airing,pg,5916,10;15,
44821,Tutu Weiji,兔兔危机,,1648/128475,,14311,79,15,1,2012-06,2012-06,movie,finished_airing,pg,5041,2;51;10;15,
44823,Bateelaer Chuanshuo,巴特拉尔传说,Bateelaer Saga,1008/127761,,18706,91,14,1,2012-08-08,2012-08-08,movie,finished_airing,pg,5100,2;15,
44826,Wu Jianxiong,吴健雄,,1824/128473,,14583,81,15,1,2012-06-05,2012-06-05,movie,finished_airing,g,5543,13;15,
44827,Feng Shen Chuanqi: Qu Mo Yingxiong,封神传奇之驱魔英雄,,1228/128472,,19746,81,13,1,2012-10-19,2012-10-19,movie,finished_airing,g,5580,10,
44829,Dabing Jinbao Lixian Ji,大兵金宝历险记,The Adventures of Panda Warrior,1104/128469,,19309,109,25,1,2012-08-10,2012-08-10,movie,finished_airing,pg,4680,2;51;10;15,
44830,Laoban de Nuren,老板的女人,,1276/128468,,16257,87,24,1,2013-04-25,2013-04-25,ona,finished_airing,r,1140,4,
44831,Sinbad Lixian Ji 2013,辛巴达历险记2013,,1246/128464,,13669,86,16,1,2013-05-31,2013-05-31,movie,finished_airing,pg,5303,2;10;15,
44832,Sinbad Lixian Ji 2,辛巴达历险记2,,1534/128465,,13668,83,16,1,2014-05-30,2014-05-30,movie,finished_airing,pg,5340,2;10;15,
44833,Wo de Laopo Shi Zhi Mao,我的老婆是只猫,,1345/128463,,14521,101,17,1,2013-02-14,2013-02-14,movie,finished_airing,g,5460,51;10;22,
44834,Shaonian Yue Fei,少年岳飞,,1526/128462,,18220,74,13,1,2013-08-27,2013-08-27,movie,finished_airing,pg,4647,10;15,
44836,Zheng He 1405: Mo Hai Xun Zong,郑和1405:魔海寻踪,Voyage Extraordinaire,1542/127255,,15441,95,17,1,2013-11-29,2013-11-29,movie,finished_airing,pg_13,5918,2;13,
44838,Sheng Long Qibing Da Maoxian,圣龙奇兵大冒险,,1188/128461,,13372,85,14,1,2013-06-10,2013-06-10,movie,finished_airing,pg,4976,2;15;30,
44840,81 Hao Nongchang: Fengkuang de Mai Ji,81号农场之疯狂的麦咭,Farm House II,1037/115616,,18286,157,26,1,2014-10-01,2014-10-01,movie,finished_airing,pg,4800,15,471
44842,Taikong Xiongmao Lixian Ji,太空熊猫历险记,,1333/128460,,13923,80,14,1,2013-12-28,2013-12-28,movie,finished_airing,pg,5100,2;10;15,
44843,Taikong Xiongmao Zongdongyuan,太空熊猫总动员,,1492/128459,,13926,77,14,1,2014-05-31,2014-05-31,movie,finished_airing,pg,4500,2;10;15,
44844,Taikong Xiongmao Yingxiong Guilai,太空熊猫英雄归来,,1573/128458,,13925,82,15,1,2016-04-02,2016-04-02,movie,finished_airing,pg,4860,2;10;15,
44846,Miao Xiansheng: Huo Ze Kui Xiao Ren Chuan,妙先生之火泽睽笑人传,,1712/115614,,16722,177,32,5,2014-08-09,,ona,finished_airing,,300,8;10,
44848,Iii Icecrin,iiiあいすくりん,,1654/113385,5.91,9919,544,129,12,2021-04-06,2021-06-29,tv,finished_airing,g,165,15,247;2057
44849,Chongfeng Hao,冲锋号,,1744/128456,,19140,84,14,1,2013-05-24,2013-05-24,movie,finished_airing,pg,4920,13;15;38,
44850,Huoyan Shan Lixian Ji,火焰山历险记,,1086/128455,,20563,76,12,1,2013-07-19,2013-07-19,movie,finished_airing,pg,5040,2;10;15,
44851,Mudan Xianzi: Rui Chunhua Kai,牡丹仙子之瑞春花开,,1952/128454,,16961,82,13,1,2013-04-10,2013-04-10,movie,finished_airing,pg,2400,10;15,
44855,Lele Xiong Qihuan Zhuizong,乐乐熊奇幻追踪,,1502/128453,,16288,82,13,1,2013-06-29,2013-06-29,movie,finished_airing,pg,5220,2;51;10;15,
44857,Zhangyu Ge,章鱼哥,,1517/128452,,15425,82,15,1,2014-07-04,2014-07-04,movie,finished_airing,g,5220,2;51;10;15,
44862,San Xiaoqiang,三小强,,1510/128442,,18031,74,14,1,2014-04-04,2014-04-04,movie,finished_airing,pg,4646,4;10;15,
44865,Wo Shi Lang: Huolong Shanda Maoxian,我是狼之火龙山大冒险,,1070/128369,,14556,79,14,1,2014-05-31,2014-05-31,movie,finished_airing,pg,5700,2;10;15,
44866,Shi Er Shengxiao: Chengshi Yingxiong,十二生肖城市英雄,,1892/128370,,13421,77,16,1,2014-10-03,2014-10-03,movie,finished_airing,pg,4802,2;10;15,
44867,Baixue Gongzhu: Airen Liliang,白雪公主之矮人力量,Snow White The Power of Dwarfs,1522/127260,,18609,96,17,1,2014-08-21,2014-08-21,movie,finished_airing,g,5056,10,
44868,Xin Dilei Zhan: Shenyong Xiaozi,新地雷战:神勇小子,,1149/128371,,14948,73,13,1,2014-05-30,2014-05-30,movie,finished_airing,pg,5400,4;15;38,
44869,Xihu Chuanqi,西湖传奇,,1071/128372,,14926,87,16,1,2014-01-10,2014-01-10,movie,finished_airing,pg_13,5795,10;22,
44870,Sui Cheng Li Xin: Guiyu Zhou Yuan,岁城璃心-鬼蜮咒原,,1726/127261,,13835,132,45,1,2014-12-08,2014-12-08,ona,finished_airing,r,270,1,
44872,Gui Tu Zai Pao,龟兔再跑,Tale of the Rally,1755/121901,,20067,87,13,1,2014-09-06,2014-09-06,movie,finished_airing,pg,4920,10;15,
44875,Shen Jian Chuanqi,神剑传奇,,1538/128374,,18244,79,14,1,2014-10-24,2014-10-24,movie,finished_airing,pg,4320,2;10;15,
44879,Modeng Senlin: Meishi Zongdongyuan,摩登森林之美食总动员,,1254/128436,,16861,84,17,1,2014-09-05,2014-09-05,movie,finished_airing,pg,5340,2;51;10;15,
44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,100万の命の上に俺は立っている,I’m Standing on a Million Lives Season 2,1424/117718,6.8,5107,165684,78754,12,2021-07-10,2021-09-25,tv,finished_airing,pg_13,1420,1;8;10;62;27,1978
44882,Shaonian Mao Zedong,少年毛泽东,Teenage Mao Zedong,1698/123159,,18201,87,16,1,2015-04-30,2015-04-30,movie,finished_airing,g,4560,13;15,
44885,Mo Jing Qi Yuan,魔镜奇缘,,1670/118718,,16844,83,15,1,2015-09-03,2015-09-03,movie,finished_airing,pg,4756,10;15,
44886,Mo Jing Qi Yuan 2,魔镜奇缘2,,1953/128375,,19401,79,14,1,2018-06-01,2018-06-01,movie,finished_airing,pg,4620,10;15,
44887,Mo Jing Qi Yuan 3,魔镜奇缘3,,1420/128376,,19402,82,13,1,2019-12-14,2019-12-14,movie,finished_airing,pg,4920,10;15,
44889,Aura Xing: Jinji Sheng Dian,奥拉星: 进击圣殿,Aura Star: Attack of the Temple,1413/123157,,18512,115,17,1,2015-07-23,2015-07-23,movie,finished_airing,pg,5306,2;10;15,
44895,Morengen,莫日根,Morengen Bear vs Man,1126/123149,,16916,88,17,1,2015-10-17,2015-10-17,movie,finished_airing,g,5587,2;15;6,
44896,Zang Ling Wangzhixue Yu Jingling,藏羚王之雪域精灵,The King of Tibetan Antelope,1976/123145,,15394,100,16,1,2015-11-20,2015-11-20,movie,finished_airing,pg,4755,2;10;15,
44897,Tuzi Zhen De Huo Huli,兔子镇的火狐狸,Agent F.O.X.,1411/123143,,14320,92,17,1,2015-10-30,2015-10-30,movie,finished_airing,pg,5398,2;51;10;15,
44898,Jidi Da Fangong,极地大反攻,,1816/123142,,20743,86,16,1,2015-10-01,2015-10-01,movie,finished_airing,pg,5662,2;51;10;15,
44899,Long Qi Xia,龙骑侠,Bicycle Boy,1552/123140,,16365,96,14,1,2015-01-01,2015-01-01,movie,finished_airing,pg,5400,1;2;10;15;24,
44900,Chao Neng Long Qi Xia,超能龙骑侠,Bicycle Boy 2,1261/123141,,16315,96,14,1,2017-01-13,2017-01-13,movie,finished_airing,pg,5160,1;2;10;15;24,
44902,Dongbei Hua Ze Lei: Qi Yao Ezi,东北花泽类之起幺蛾子,,1377/123137,,19494,82,16,1,2015-12-04,2015-12-04,movie,finished_airing,pg_13,3600,4,
44903,Gulu Gulu Meirenyu,咕噜咕噜美人鱼,,1574/128377,,20074,85,13,1,2015-12-12,2015-12-12,movie,finished_airing,pg,5280,2;10;15,
44904,Gulu Gulu Meirenyu 2,咕噜咕噜美人鱼2,,1975/128378,,17385,80,13,1,2017-12-30,2017-12-30,movie,finished_airing,pg,5520,2;10;15,
44906,San Zhi Xiao Zhu Yu Shen Deng,三只小猪与神灯,,1834/128379,,18043,80,18,1,2015-06-27,2015-06-27,movie,finished_airing,pg,4800,2;51;10;15,
44907,San Zhi Xiao Zhu Yu Kung Fu Panda,三只小猪与功夫潘达,,1859/128381,,20595,77,15,1,2017-05-27,2017-05-27,movie,finished_airing,pg,4800,2;51;10;15,
44908,Baixue Gongzhu He San Zhi Xiao Zhu,白雪公主和三只小猪,,1719/128384,,18607,89,17,1,2016-08-26,2016-08-26,movie,finished_airing,pg,4680,2;51;10;15,
44910,Chao Neng Tu Zhandui,超能兔战队,Rabbit Hero,1929/121313,,19006,98,16,1,2015-05-30,2015-05-30,movie,finished_airing,pg,4903,2;10;15;24,
44912,Alibaba Dadao Qibing,阿里巴巴大盗奇兵,Alibaba and The Thief,1144/127937,,18365,97,17,1,2015-05-23,2015-05-23,movie,finished_airing,pg,4610,2;10;15,
44914,Shengdan Da Yingjia,圣诞大赢家,,1846/128429,,13374,76,15,1,2015-12-12,2015-12-12,movie,finished_airing,pg,5100,2;51;10;15,
44915,Xinnian Lai La: Da Nao Chuxi,新年来啦之大闹除夕,,1568/128432,,15038,78,13,1,2015-02-19,2015-02-19,movie,finished_airing,pg,4800,2;10;15,
44925,Changjiang 7 Hao: Chao Meng Tegong Dui,长江7号：超萌特攻队,,1078/128427,,18992,89,14,1,2015-09-26,2015-09-26,movie,finished_airing,pg,4560,10;15,
44929,"Xiao Zhu Banna Da Dianying: Mengxiang Da ""Mao"" Xian",小猪班纳大电影之梦想大“帽”险,,1518/128420,,14872,74,14,1,2015-06-27,2015-06-27,movie,finished_airing,pg,5400,2;51;10;15,
44931,Tonikaku Kawaii: SNS,トニカクカワイイ 〜SNS〜,Tonikawa: Over The Moon For You - SNS,1765/122768,8.03,607,158465,85218,1,2021-08-18,2021-08-18,ova,finished_airing,pg_13,1425,4;22;27,35
44935,Ni Hao Ji Zhi,你好鸡智,,1912/127634,,17139,82,17,4,2015-09-01,2016-03-11,ona,finished_airing,g,300,4;57,
44936,Baixue Gongzhu: Shenmi Baba,白雪公主之神秘爸爸,Snow White: The Mysterious Father,1030/127538,,18610,93,14,1,2015-08-14,2015-08-14,movie,finished_airing,g,4690,2;10;15,
44940,World Trigger 3rd Season,ワールドトリガー,,1617/117474,8.25,323,119735,46240,14,2021-10-10,2022-01-23,tv,finished_airing,pg_13,1380,1;24;27,18
44942,Shuumatsu no Walküre,終末のワルキューレ,Record of Ragnarok,1456/115123,6.79,5191,320167,184739,12,2021-06-17,2021-06-17,ona,finished_airing,r,1480,1;8;10;58;6;42,894
44943,Alibaba 2: Solomon Fengyin,阿里巴巴2所罗门封印,Alibaba 2: Seal of Solomon,1091/127939,,18364,99,16,1,2016-04-30,2016-04-30,movie,finished_airing,pg,4860,2;10;15,
44946,Chouxiaoya Lixian Ji,丑小鸭历险记,,1828/128419,,19154,81,17,1,2016-07-02,2016-07-02,movie,finished_airing,pg,4800,2;51;10;15,
44947,Chaoji Youeryuan,超级幼儿园,Super Kindergarten,1675/127635,,19038,84,16,1,2016-12-31,2016-12-31,movie,finished_airing,pg,4500,15,
44948,Teddy Xiong: Wanju Dazhan,泰迪熊之玩具大战,Teddy Bear: Toys War,1324/128327,,14016,75,14,1,2016-06-09,2016-06-09,movie,finished_airing,pg,4680,2;10;15,
44949,Si Du Chishui,四渡赤水,,1307/128329,,13653,77,15,1,2016-10-14,2016-10-14,movie,finished_airing,g,5100,13;38,
44950,Qingwa Zongdongyuan,青蛙总动员,,1231/128330,,17770,80,14,1,2016-04-30,2016-04-30,movie,finished_airing,pg,4322,2;10;15,
44951,Xin Mu Ou Qiyu Ji,新木偶奇遇记,,1415/128331,,14952,73,14,1,2016-09-30,2016-09-30,movie,finished_airing,pg,4624,10;15,
44952,Rexue Lei Feng Xia: Jiqing Yingjiu,热血雷锋侠之激情营救,,1806/128333,,17842,77,15,1,2016-10-21,2016-10-21,movie,finished_airing,pg_13,5071,10;31,
44953,Ciwei Xiao Zi: Tiansheng Wo Ci,刺猬小子之天生我刺,Bobby the Hedgehog,1727/127739,,19200,89,18,1,2016-07-22,2016-07-22,movie,finished_airing,pg,5580,2;10;15,
44957,Fengkuang Chou Xiao Ya,疯狂丑小鸭,The Ugly Duckling,1310/123160,,19752,86,13,1,2016-10-03,2016-10-03,movie,finished_airing,pg,5064,2;10;15,
44959,Shuiguo Baobei: Shuiguo Zong Dong Yuan,水果宝贝之水果总动员,Fruit Story,1777/123163,,13604,84,13,1,2016-06-01,2016-06-01,movie,finished_airing,pg,4920,2;10;15,
44960,Ma Xiaole Zhi Wanju Ye Fengkuang,马小乐之玩具也疯狂,Ma Xiaole and His Toys,1306/127737,,16422,82,16,1,2016-04-30,2016-04-30,movie,finished_airing,pg,4593,2;15,
44961,Platinum End,プラチナエンド,Platinum End,1992/116576,6.03,9323,389251,136809,24,2021-10-08,2022-03-25,tv,finished_airing,r,1440,8;6;40;27;37;76;41,1278
44962,Huangdi De Xinzhuang: Shengdan Da Mingxing,皇帝的新装之圣诞大明星,,1517/128334,,20491,77,15,1,2016-01-01,2016-01-01,movie,finished_airing,pg,4496,51;10;15,
44963,Kung Fu Si Xia,功夫四侠,Four Warriors,1058/123165,,16173,94,17,1,2016-12-17,2016-12-17,movie,finished_airing,pg,5400,2;51;10;15;17,
44964,Kung Fu Si Xia: Yong Chuang Digong,功夫四侠：勇闯地宫,Four Warriors: The Underworld,1640/123166,,18732,91,14,1,2019-04-05,2019-04-05,movie,finished_airing,pg,4521,2;51;10;15,
44969,Xiao Mayi: Huanqiu Da Maoxian,小蚂蚁之环球大冒险,,1962/128335,,14776,78,14,1,2016-05-27,2016-05-27,movie,finished_airing,pg,5285,2;51;10;15,
44970,Yuan Chuang Shijie: Xiong Hai Zi Buluo,猿创世界之熊孩子部落,,1999/128340,,15317,79,14,1,2016-01-23,2016-01-23,movie,finished_airing,pg,4800,2;15,
44971,Fengkuang Wanju Cheng,疯狂玩具城,,1274/128341,,19757,80,12,1,2016-04-29,2016-04-29,ona,finished_airing,pg,3682,2;10;15,
44972,Dong Zhiwu Dazhan,动植物大战,,1778/123167,,19493,90,14,1,2016-06-01,2016-06-01,movie,finished_airing,pg,4740,2;10;15,
44973,Jixiang Baobao: Wo Shi Shishen,吉祥宝宝之我是食神,,1754/128342,,15609,79,15,1,2016-08-19,2016-08-19,movie,finished_airing,pg,5400,4;10;15,
44978,Yingxiong Jangar: Xunbao Ji,英雄江格尔之寻宝记,The Legend of Jangar,1209/123169,,15232,86,16,1,2016-08-09,2016-08-09,movie,finished_airing,g,5040,2;10;15,
44980,Da Shipu,大食谱,,1222/128347,,16604,81,12,24,2018-05-11,,ona,finished_airing,g,293,10,
44983,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,ダンジョンに出会いを求めるのは間違っているだろうかⅢ OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario?,1767/110800,6.9,4659,78415,32711,1,2021-04-28,2021-04-28,ova,finished_airing,pg_13,1651,2;4;9;10,7
45011,Zhongkui Chuanqi: Sui Han Sanyou,钟馗传奇之岁寒三友,Judge Zhongkui,1427/118743,,15480,97,13,1,2017-12-02,2017-12-02,movie,finished_airing,g,4835,2;10;6,
45012,Dou Fu Chuan,豆福传,Tofu,1733/128349,,16863,77,15,1,2017-07-28,2017-07-28,movie,finished_airing,g,4820,2;51;10;15,
45018,Dan Jihua Da Dianying,蛋计划 大电影,,1143/129928,,16655,72,13,1,2017-01-20,2017-01-20,movie,finished_airing,pg,4920,10;15,
45024,Wo de Baba Shi Guowang,我的爸爸是国王,My King My Father,1383/123173,,14493,81,13,1,2017-05-27,2017-05-27,movie,finished_airing,pg,5040,2;10;15,
45026,Ying Huo Qibing,萤火奇兵,,1436/128350,,15199,72,13,1,2017-02-05,2017-02-05,movie,finished_airing,pg,4906,2;51;10;15,
45027,Ying Huo Qibing 2: Xiao Chong Bu Hao Re,萤火奇兵2：小虫不好惹,,1909/128351,,15200,79,13,1,2019-11-12,2019-11-12,movie,finished_airing,pg,4920,2;51;10;15,
45028,Shi Xian,时弦,Time of Chord,1672/123174,,13425,103,18,1,2017-08-18,2017-08-18,ona,finished_airing,r,3728,1;24,
45032,Da Xiang Lin Wang: Yi Pao Cheng Ming,大象林旺之一炮成名,Instant Hit of The Elephant Lin Wang,1984/123175,,16609,91,15,1,2017-08-04,,movie,finished_airing,pg,4585,2;51;10;15,
45033,Wan Ou Qibing,玩偶奇兵,T-Guardians,1067/121314,,14423,86,15,1,2017-08-04,2017-08-04,movie,finished_airing,pg,5282,2;10;15,
45034,Xiha Ying Xiong,嘻哈英熊,,1911/128352,,14897,74,12,1,2017-05-28,2017-05-28,movie,finished_airing,pg,5100,2;51;10;15,
45035,Da Xiongmao Chuanqi,大熊猫传奇,The Legend of the Giant Panda,1492/128286,,16611,81,15,1,2017-10-01,2017-10-01,movie,finished_airing,g,5237,2;15,
45036,Muye Chuanqi,牧野传奇,Muye Legend,1182/123176,,19552,85,13,1,2017-07-01,2017-07-01,movie,finished_airing,g,4857,2;10;13;15,
45037,Sinbad Yu Meirenyu Gongzhu,辛巴达与美人鱼公主,Sinbad and Mermaid Princess,1524/128287,,13646,81,15,1,2017-01-07,2017-01-07,movie,finished_airing,pg,4800,2;10;15,
45038,Shui Shen Wa,水神娃,,1657/128288,,13576,73,14,1,2017-05-28,2017-05-28,movie,finished_airing,pg,5640,2;10;15,
45039,Zhen Jia Senlin Wang,真假森林王,King of Forest,1878/128289,,15411,80,14,1,2017-09-16,2017-09-16,movie,finished_airing,pg,4560,2;51;10;15,
45040,Tai Yi Xian Mo Lu: Ling Fei Ji III,太乙仙魔录之灵飞纪ⅡI,Magical Legend: Rise to Immortality,1879/110813,,13884,347,62,26,2019-07-16,2020-01-07,ona,finished_airing,pg_13,1080,1;2;10;13;17,1848
45041,Ai Ni Zhidao Shijie Jintou,爱你直到世界尽头,Love Land,1418/128290,,15632,119,18,1,2017-06-22,2017-06-22,ona,finished_airing,pg_13,4440,22,
45042,Lengxue Kuang Yan,冷血狂宴,,1639/113687,6.85,4880,385,117,1,2020-12-04,2020-12-04,ona,finished_airing,r,7740,1;10,
45043,Mama Mi Ya,妈妈咪鸭,Duck Duck Goose,1064/127262,,19049,98,22,1,2018-03-09,2018-03-09,movie,finished_airing,g,5400,2;10;15,2065
45044,Xiao Wukong,小悟空,Monkey King Reloaded,1213/128291,,14797,77,16,1,2018-07-14,2018-07-14,movie,finished_airing,pg,4635,2;51;10;15,
45046,Jingche Lianmeng,警车联盟,Police Car Union,1002/128292,,18102,87,21,1,2018-12-30,2018-12-30,movie,finished_airing,pg,5322,2;51;10;15,
45047,Da Nao Xiyou,大闹西游,Monkey Magic / Adventure in Journey to the West,1643/118714,,16600,85,18,1,2018-09-22,2018-09-22,movie,finished_airing,pg,5520,2;10;15,
45052,Meishi Da Maoxian: Yingxiong Hui,美食大冒险之英雄烩,Kung Food,1377/128353,,19185,86,19,1,2018-08-17,2018-08-17,movie,finished_airing,g,5880,2;51;10;15,
45053,Philip,Philip,,1112/110979,6.27,,485,285,1,2020-10-02,2020-10-02,music,finished_airing,r,228,1;19,2122;2177
45055,Taishou Otome Otogibanashi,大正処女御伽話,Taisho Otome Fairy Tale,1662/118849,7.79,1018,149741,63692,12,2021-10-09,2021-12-25,tv,finished_airing,pg_13,1436,4;8;13;22;27,118
45056,Chihuo Yuzhou,吃货宇宙,,1161/128354,,16408,102,25,1,2018-06-16,2018-06-16,movie,finished_airing,pg,5300,2;51;10;15,
45058,Kongqi Xia,空气侠,Air Man,1550/127188,,18597,89,13,1,2018-05-08,2018-05-08,ona,finished_airing,pg_13,4815,1;24,
45059,Yongzhe Chuang Mo Cheng,勇者闯魔城,Brave City,1875/128139,,15234,85,17,1,2018-03-16,2018-03-16,movie,finished_airing,g,4800,2;4;10,
45060,Alibaba Sangen Jinfa,阿里巴巴三根金发,Alibaba and the Three Golden Hair,1435/127940,,15678,97,16,1,2018-12-30,2018-12-30,movie,finished_airing,pg,4870,2;10;15,
45063,Yu Shen Chuan: Wangzhe Shaonian,禹神传之王者少年,The Juvenile of King Yu,1118/128138,,15283,84,13,1,2018-08-15,2018-08-15,movie,finished_airing,g,5463,2;10,
45064,Xiao Gongzhu Ai Wei La Yu Shenmi Wangguo,小公主艾薇拉与神秘王国,Princess and the Kingdom,1441/128140,,14704,81,15,1,2018-05-12,2018-05-12,movie,finished_airing,g,4654,2;10;15,
45065,Xiao Gongzhu Ai Wei La Yu Shenmi Wangguo 2,小公主艾薇拉与神秘王国2,Avera and the Mystical Kingdom 2,1287/118730,,14705,89,17,1,2020-08-22,2020-08-22,movie,finished_airing,g,4800,2;10;15,
45066,Luxing Ba! Jingdizhiwa,旅行吧！井底之蛙,Travel Frogs,1543/121315,,18975,87,16,1,2018-08-18,2018-08-18,movie,finished_airing,pg,4606,2;10;15,
45067,Liang Zhi Xiao Zhu: Yong Chuang Shenmi Dao,两只小猪之勇闯神秘岛,Two Little Pigs: Braved Mysterious Island,1392/128145,,18874,81,16,1,2018-12-30,2018-12-30,movie,finished_airing,pg,4860,2;51;10;15,
45068,Fuaxiao Chuanqi,拂晓传奇,Aurora,1618/121316,,17114,99,15,1,2018-01-04,2018-01-04,movie,finished_airing,pg_13,4080,7;24,
45069,Zuqiu Wangzhe,足球王者,The King of Football,1697/128146,,15567,90,15,1,2018-08-31,2018-08-31,movie,finished_airing,g,5400,2;10;15;30,
45072,Baxian,八仙,Eight Immortals,1295/121317,,16022,97,13,1,2018-11-03,2018-11-03,movie,finished_airing,g,5220,10;6,
45073,Chao Shikong Da Maoxian (Movie),超时空大冒险,Adventure in Time and Space,1380/128147,,16327,89,15,1,2018-12-01,2018-12-01,movie,finished_airing,pg,4380,2;51;15;24,
45075,Liang Ge Qiao Gongzhu,两个俏公主,Pretty Princess,1156/128149,,18868,88,13,1,2018-11-10,2018-11-10,movie,finished_airing,g,5340,2;10,
45079,Gui Tu Da Zuozhan,龟兔大作战,Battle of Tortoise and Rabbit,1238/121319,,17376,93,14,1,2018-12-30,2018-12-30,movie,finished_airing,pg,4920,2;10;15;30,
45081,Wukong Qiyu Ji,悟空奇遇记,WuKong's Christmas Adventure,1483/121320,,14581,94,18,1,2019-05-01,2019-05-01,movie,finished_airing,g,5330,2;10;15,
45083,Jianghai Yu Tong: Ju Gui Qi Yuan,江海渔童之巨龟奇缘,A Fishboy's Story: Tortoise from the Sea,1088/128151,,18029,96,13,1,2019-03-16,2019-03-16,movie,finished_airing,g,4800,2;10;15,
45085,Qingwa Wangzi Lixian Ji,青蛙王子历险记,Frog Prince Adventures,1508/121318,,20321,95,16,1,2019-04-05,2019-04-05,movie,finished_airing,pg,4895,2;10;15,
45088,Tianchi Shuiguai,天池水怪,The Tianchi Monster,1260/128152,,14074,92,14,1,2019-06-19,2019-06-19,movie,finished_airing,g,5222,2;10;15,
45089,Fengkuang Douniu Chang,疯狂斗牛场,Sharp the Bull,1821/128153,,17065,88,13,1,2019-10-03,2019-10-03,movie,finished_airing,g,4920,10;15,
45090,Fengkuang Menghuan Cheng,疯狂梦幻城,Crazy and Dream City,1747/128154,,17066,80,13,1,2019-09-21,2019-09-21,movie,finished_airing,pg,4680,2;51;10;15,
45091,Feng Shen Chuanqi,封神传奇,,1620/128155,,17057,85,16,1,2019-11-20,2019-11-20,ona,finished_airing,g,5520,10;13,
45092,Mao Gongzhu Su Fei,猫公主苏菲,Cat Princess,1582/128156,,19088,89,14,1,2019-05-01,2019-05-01,movie,finished_airing,pg,4680,2;51;10;15,
45093,Shi Shi Feng Bao,始石疯暴,Monster,1907/128159,,13413,83,15,1,2019-10-11,2019-10-11,movie,finished_airing,pg,5760,10,
45094,Shi Er Shengxiao: Fuxing Gao Zhao Zhu Xiao Ba,十二生肖之福星高照朱小八,Lucky Star,1752/128160,,13397,90,16,1,2019-09-13,2019-09-13,movie,finished_airing,pg,5040,51;10;15,
45095,Can Wa Yu Tianchi Guaishou: Ruixue Zhao Fengnian,参娃与天池怪兽之瑞雪兆丰年,Snow Indicates Harvest,1801/127738,,16240,87,14,1,2019-02-16,2019-02-16,movie,finished_airing,pg,5160,2;10;15,
